# t_pr   N      a     H/m         f              df/m        energy_pr         E        epsilon       eta
# -----------------------------------------------------------------------------------------------------------------
49.494  78.315  10279229347564798388522094042284032.000  0.40953  -8.2740121e-01  +3.4945375e-01  +4.762e-69  +1.000e+00  +3.641e-01  -3.232e+00
49.496  78.316  10287650855527572577230363906015232.000  0.40941  -8.2670277e-01  +3.4898263e-01  +4.751e-69  +1.000e+00  +3.633e-01  -3.215e+00
49.498  78.317  10296076755113826531341029664096256.000  0.40929  -8.2600528e-01  +3.4851559e-01  +4.741e-69  +1.000e+00  +3.625e-01  -3.197e+00
49.500  78.318  10304507052527661451444456263778304.000  0.40917  -8.2530871e-01  +3.4805262e-01  +4.730e-69  +1.000e+00  +3.618e-01  -3.180e+00
49.502  78.319  10312941753924096363836885962850304.000  0.40904  -8.2461306e-01  +3.4759370e-01  +4.720e-69  +1.000e+00  +3.611e-01  -3.162e+00
49.504  78.320  10321380865409212235708514185510912.000  0.40892  -8.2391833e-01  +3.4713884e-01  +4.709e-69  +1.000e+00  +3.603e-01  -3.144e+00
49.506  78.320  10329824393040281102352005489229824.000  0.40880  -8.2322451e-01  +3.4668801e-01  +4.699e-69  +1.000e+00  +3.596e-01  -3.127e+00
49.508  78.321  10338272342825902111900037172690944.000  0.40868  -8.2253158e-01  +3.4624122e-01  +4.688e-69  +1.000e+00  +3.589e-01  -3.109e+00
49.510  78.322  10346724720726146793434879738511360.000  0.40856  -8.2183954e-01  +3.4579843e-01  +4.678e-69  +1.000e+00  +3.582e-01  -3.091e+00
49.512  78.323  10355181532652673196217352971091968.000  0.40844  -8.2114838e-01  +3.4535965e-01  +4.667e-69  +1.000e+00  +3.575e-01  -3.073e+00
49.514  78.324  10363642784468875769482424826724352.000  0.40833  -8.2045810e-01  +3.4492487e-01  +4.657e-69  +1.000e+00  +3.568e-01  -3.056e+00
49.516  78.324  10372108481989998348746662904594432.000  0.40821  -8.1976868e-01  +3.4449407e-01  +4.647e-69  +1.000e+00  +3.561e-01  -3.038e+00
49.518  78.325  10380578630983264435938255020490752.000  0.40809  -8.1908012e-01  +3.4406725e-01  +4.636e-69  +1.000e+00  +3.554e-01  -3.020e+00
49.520  78.326  10389053237168006326605525173665792.000  0.40797  -8.1839241e-01  +3.4364439e-01  +4.626e-69  +1.000e+00  +3.548e-01  -3.002e+00
49.522  78.327  10397532306215793084203944906850304.000  0.40785  -8.1770554e-01  +3.4322548e-01  +4.616e-69  +1.000e+00  +3.541e-01  -2.984e+00
49.524  78.328  10406015843750533150110043315634176.000  0.40773  -8.1701950e-01  +3.4281051e-01  +4.606e-69  +1.000e+00  +3.534e-01  -2.965e+00
49.526  78.329  10414503855348619611730987511185408.000  0.40762  -8.1633429e-01  +3.4239948e-01  +4.596e-69  +1.000e+00  +3.528e-01  -2.947e+00
49.528  78.329  10422996346539030506675483415937024.000  0.40750  -8.1564990e-01  +3.4199236e-01  +4.586e-69  +1.000e+00  +3.522e-01  -2.929e+00
49.530  78.330  10431493322803444114904236448284672.000  0.40738  -8.1496632e-01  +3.4158916e-01  +4.575e-69  +1.000e+00  +3.515e-01  -2.911e+00
49.532  78.331  10439994789576381920996522771611648.000  0.40727  -8.1428354e-01  +3.4118986e-01  +4.565e-69  +1.000e+00  +3.509e-01  -2.892e+00
49.534  78.332  10448500752245280095283474918801408.000  0.40715  -8.1360156e-01  +3.4079444e-01  +4.555e-69  +1.000e+00  +3.503e-01  -2.874e+00
49.536  78.333  10457011216150637067800671468650496.000  0.40703  -8.1292036e-01  +3.4040291e-01  +4.545e-69  +1.000e+00  +3.497e-01  -2.856e+00
49.538  78.333  10465526186586101150322487166238720.000  0.40692  -8.1223994e-01  +3.4001524e-01  +4.535e-69  +1.000e+00  +3.491e-01  -2.837e+00
49.540  78.334  10474045668798585828512553607626752.000  0.40680  -8.1156030e-01  +3.3963144e-01  +4.525e-69  +1.000e+00  +3.485e-01  -2.819e+00
49.542  78.335  10482569667988385054074219924553728.000  0.40669  -8.1088142e-01  +3.3925148e-01  +4.516e-69  +1.000e+00  +3.479e-01  -2.800e+00
49.544  78.336  10491098189309260866784902904807424.000  0.40657  -8.1020329e-01  +3.3887536e-01  +4.506e-69  +1.000e+00  +3.474e-01  -2.782e+00
49.546  78.337  10499631237868560992489556890615808.000  0.40646  -8.0952591e-01  +3.3850307e-01  +4.496e-69  +1.000e+00  +3.468e-01  -2.763e+00
49.548  78.337  10508168818727317994350069967486976.000  0.40634  -8.0884928e-01  +3.3813459e-01  +4.486e-69  +1.000e+00  +3.462e-01  -2.745e+00
49.550  78.338  10516710936900336894879614084579328.000  0.40623  -8.0817337e-01  +3.3776993e-01  +4.476e-69  +1.000e+00  +3.457e-01  -2.726e+00
49.552  78.339  10525257597356319691465142594174976.000  0.40612  -8.0749819e-01  +3.3740906e-01  +4.466e-69  +1.000e+00  +3.451e-01  -2.707e+00
49.554  78.340  10533808805017932225814657448804352.000  0.40600  -8.0682373e-01  +3.3705198e-01  +4.457e-69  +1.000e+00  +3.446e-01  -2.689e+00
49.556  78.341  10542364564761919476107669885943808.000  0.40589  -8.0614998e-01  +3.3669867e-01  +4.447e-69  +1.000e+00  +3.441e-01  -2.670e+00
49.558  78.342  10550924881419190873186541334691840.000  0.40577  -8.0547694e-01  +3.3634914e-01  +4.437e-69  +1.000e+00  +3.435e-01  -2.651e+00
49.560  78.342  10559489759774912534276851963527168.000  0.40566  -8.0480458e-01  +3.3600336e-01  +4.428e-69  +1.000e+00  +3.430e-01  -2.632e+00
49.562  78.343  10568059204568597190864760014372864.000  0.40555  -8.0413292e-01  +3.3566133e-01  +4.418e-69  +1.000e+00  +3.425e-01  -2.613e+00
49.564  78.344  10576633220494196422417370350354432.000  0.40544  -8.0346194e-01  +3.3532303e-01  +4.408e-69  +1.000e+00  +3.420e-01  -2.594e+00
49.566  78.345  10585211812200195195946112217251840.000  0.40532  -8.0279162e-01  +3.3498846e-01  +4.399e-69  +1.000e+00  +3.415e-01  -2.576e+00
49.568  78.346  10593794984289664900395951158460416.000  0.40521  -8.0212198e-01  +3.3465761e-01  +4.389e-69  +1.000e+00  +3.410e-01  -2.557e+00
49.570  78.346  10602382741320390168010895768158208.000  0.40510  -8.0145299e-01  +3.3433047e-01  +4.380e-69  +1.000e+00  +3.406e-01  -2.538e+00
49.572  78.347  10610975087804905767822145110409216.000  0.40499  -8.0078466e-01  +3.3400703e-01  +4.370e-69  +1.000e+00  +3.401e-01  -2.519e+00
49.574  78.348  10619572028210623427013595472330752.000  0.40488  -8.0011696e-01  +3.3368727e-01  +4.361e-69  +1.000e+00  +3.396e-01  -2.500e+00
49.576  78.349  10628173566959871030252996996890624.000  0.40477  -7.9944990e-01  +3.3337119e-01  +4.351e-69  +1.000e+00  +3.392e-01  -2.481e+00
49.578  78.350  10636779708430003300156395940216832.000  0.40465  -7.9878347e-01  +3.3305878e-01  +4.342e-69  +1.000e+00  +3.387e-01  -2.462e+00
49.580  78.350  10645390456953447914148318945476608.000  0.40454  -7.9811767e-01  +3.3275003e-01  +4.332e-69  +1.000e+00  +3.383e-01  -2.442e+00
49.582  78.351  10654005816817783903124086308470784.000  0.40443  -7.9745247e-01  +3.3244492e-01  +4.323e-69  +1.000e+00  +3.378e-01  -2.423e+00
49.584  78.352  10662625792265838496856198952779776.000  0.40432  -7.9678788e-01  +3.3214346e-01  +4.314e-69  +1.000e+00  +3.374e-01  -2.404e+00
49.586  78.353  10671250387495733240854522703642624.000  0.40421  -7.9612390e-01  +3.3184562e-01  +4.304e-69  +1.000e+00  +3.370e-01  -2.385e+00
49.588  78.354  10679879606660962395028601553551360.000  0.40410  -7.9546050e-01  +3.3155141e-01  +4.295e-69  +1.000e+00  +3.366e-01  -2.366e+00
49.590  78.354  10688513453870457497291915645681664.000  0.40399  -7.9479769e-01  +3.3126080e-01  +4.286e-69  +1.000e+00  +3.362e-01  -2.347e+00
49.592  78.355  10697151933188654233009148471017472.000  0.40388  -7.9413545e-01  +3.3097380e-01  +4.277e-69  +1.000e+00  +3.358e-01  -2.328e+00
49.594  78.356  10705795048635552386914426424393728.000  0.40377  -7.9347379e-01  +3.3069039e-01  +4.267e-69  +1.000e+00  +3.354e-01  -2.308e+00
49.596  78.357  10714442804186785018401595215314944.000  0.40366  -7.9281269e-01  +3.3041056e-01  +4.258e-69  +1.000e+00  +3.350e-01  -2.289e+00
49.598  78.358  10723095203773676107599450210304000.000  0.40356  -7.9215215e-01  +3.3013430e-01  +4.249e-69  +1.000e+00  +3.346e-01  -2.270e+00
49.600  78.359  10731752251283316648191040484802560.000  0.40345  -7.9149215e-01  +3.2986160e-01  +4.240e-69  +1.000e+00  +3.342e-01  -2.251e+00
49.602  78.359  10740413950558585400000751746416640.000  0.40334  -7.9083270e-01  +3.2959246e-01  +4.231e-69  +1.000e+00  +3.339e-01  -2.231e+00
49.604  78.360  10749080305398241122714674882674688.000  0.40323  -7.9017378e-01  +3.2932686e-01  +4.222e-69  +1.000e+00  +3.335e-01  -2.212e+00
49.606  78.361  10757751319556954857682734952742912.000  0.40312  -7.8951539e-01  +3.2906480e-01  +4.213e-69  +1.000e+00  +3.332e-01  -2.193e+00
49.608  78.362  10766426996745374491522949170855936.000  0.40301  -7.8885752e-01  +3.2880626e-01  +4.204e-69  +1.000e+00  +3.328e-01  -2.173e+00
49.610  78.363  10775107340630173178824620393889792.000  0.40290  -7.8820016e-01  +3.2855124e-01  +4.195e-69  +1.000e+00  +3.325e-01  -2.154e+00
49.612  78.363  10783792354834097764851530608934912.000  0.40280  -7.8754331e-01  +3.2829972e-01  +4.186e-69  +1.000e+00  +3.322e-01  -2.135e+00
49.614  78.364  10792482042936019514088143634563072.000  0.40269  -7.8688696e-01  +3.2805170e-01  +4.177e-69  +1.000e+00  +3.318e-01  -2.116e+00
49.616  78.365  10801176408470989450471826249482240.000  0.40258  -7.8623110e-01  +3.2780717e-01  +4.168e-69  +1.000e+00  +3.315e-01  -2.096e+00
49.618  78.366  10809875454930268333351967970557952.000  0.40247  -7.8557573e-01  +3.2756612e-01  +4.159e-69  +1.000e+00  +3.312e-01  -2.077e+00
49.620  78.367  10818579185761370468507156112998400.000  0.40237  -7.8492083e-01  +3.2732854e-01  +4.150e-69  +1.000e+00  +3.309e-01  -2.057e+00
49.622  78.367  10827287604368135189278461414866944.000  0.40226  -7.8426641e-01  +3.2709442e-01  +4.141e-69  +1.000e+00  +3.306e-01  -2.038e+00
49.624  78.368  10836000714110708409825364327530496.000  0.40215  -7.8361245e-01  +3.2686375e-01  +4.132e-69  +1.000e+00  +3.303e-01  -2.019e+00
49.626  78.369  10844718518305650999747188059275264.000  0.40205  -7.8295895e-01  +3.2663652e-01  +4.123e-69  +1.000e+00  +3.300e-01  -1.999e+00
49.628  78.370  10853441020225924949025043293143040.000  0.40194  -7.8230590e-01  +3.2641273e-01  +4.114e-69  +1.000e+00  +3.297e-01  -1.980e+00
49.630  78.371  10862168223100969460841132238831616.000  0.40183  -7.8165330e-01  +3.2619236e-01  +4.106e-69  +1.000e+00  +3.295e-01  -1.961e+00
49.632  78.371  10870900130116694034049720991612928.000  0.40173  -7.8100113e-01  +3.2597541e-01  +4.097e-69  +1.000e+00  +3.292e-01  -1.941e+00
49.634  78.372  10879636744415547638467415943151616.000  0.40162  -7.8034940e-01  +3.2576187e-01  +4.088e-69  +1.000e+00  +3.290e-01  -1.922e+00
49.636  78.373  10888378069096530244088209849974784.000  0.40151  -7.7969808e-01  +3.2555172e-01  +4.079e-69  +1.000e+00  +3.287e-01  -1.903e+00
49.638  78.374  10897124107215222797042601611493376.000  0.40141  -7.7904719e-01  +3.2534496e-01  +4.071e-69  +1.000e+00  +3.285e-01  -1.883e+00
49.640  78.375  10905874861783824113085743689105408.000  0.40130  -7.7839670e-01  +3.2514158e-01  +4.062e-69  +1.000e+00  +3.282e-01  -1.864e+00
49.642  78.375  10914630335771187771085589525299200.000  0.40120  -7.7774662e-01  +3.2494158e-01  +4.053e-69  +1.000e+00  +3.280e-01  -1.845e+00
49.644  78.376  10923390532102822113022893543653376.000  0.40109  -7.7709693e-01  +3.2474493e-01  +4.045e-69  +1.000e+00  +3.278e-01  -1.825e+00
49.646  78.377  10932155453660927137479358567940096.000  0.40099  -7.7644764e-01  +3.2455164e-01  +4.036e-69  +1.000e+00  +3.276e-01  -1.806e+00
49.648  78.378  10940925103284424475596755600146432.000  0.40088  -7.7579872e-01  +3.2436169e-01  +4.028e-69  +1.000e+00  +3.273e-01  -1.787e+00
49.650  78.379  10949699483768962002762942247862272.000  0.40078  -7.7515019e-01  +3.2417508e-01  +4.019e-69  +1.000e+00  +3.271e-01  -1.767e+00
49.652  78.379  10958478597866959955472046998159360.000  0.40067  -7.7450202e-01  +3.2399180e-01  +4.010e-69  +1.000e+00  +3.269e-01  -1.748e+00
49.654  78.380  10967262448287594790423404721733632.000  0.40057  -7.7385422e-01  +3.2381184e-01  +4.002e-69  +1.000e+00  +3.267e-01  -1.729e+00
49.656  78.381  10976051037696849913067759374172160.000  0.40046  -7.7320677e-01  +3.2363519e-01  +3.993e-69  +1.000e+00  +3.266e-01  -1.709e+00
49.658  78.382  10984844368717497230863190286401536.000  0.40036  -7.7255968e-01  +3.2346183e-01  +3.985e-69  +1.000e+00  +3.264e-01  -1.690e+00
49.660  78.383  10993642443929145575978305652260864.000  0.40025  -7.7191292e-01  +3.2329178e-01  +3.977e-69  +1.000e+00  +3.262e-01  -1.671e+00
49.662  78.383  11002445265868219952705159605256192.000  0.40015  -7.7126651e-01  +3.2312500e-01  +3.968e-69  +1.000e+00  +3.260e-01  -1.652e+00
49.664  78.384  11011252837027996125104390423969792.000  0.40004  -7.7062042e-01  +3.2296151e-01  +3.960e-69  +1.000e+00  +3.259e-01  -1.632e+00
49.666  78.385  11020065159858609840377257386835968.000  0.39994  -7.6997466e-01  +3.2280128e-01  +3.951e-69  +1.000e+00  +3.257e-01  -1.613e+00
49.668  78.386  11028882236767047605493603917365248.000  0.39983  -7.6932921e-01  +3.2264430e-01  +3.943e-69  +1.000e+00  +3.256e-01  -1.594e+00
49.670  78.387  11037704070117155910563894438920192.000  0.39973  -7.6868408e-01  +3.2249058e-01  +3.935e-69  +1.000e+00  +3.254e-01  -1.575e+00
49.672  78.387  11046530662229678122327361793818624.000  0.39963  -7.6803925e-01  +3.2234011e-01  +3.926e-69  +1.000e+00  +3.253e-01  -1.556e+00
49.674  78.388  11055362015382206061448813755760640.000  0.39952  -7.6739472e-01  +3.2219286e-01  +3.918e-69  +1.000e+00  +3.252e-01  -1.536e+00
49.676  78.389  11064198131809228425221826517401600.000  0.39942  -7.6675047e-01  +3.2204885e-01  +3.910e-69  +1.000e+00  +3.251e-01  -1.517e+00
49.678  78.390  11073039013702098505766615698636800.000  0.39932  -7.6610652e-01  +3.2190804e-01  +3.901e-69  +1.000e+00  +3.249e-01  -1.498e+00
49.680  78.391  11081884663209057248460128483540992.000  0.39921  -7.6546284e-01  +3.2177045e-01  +3.893e-69  +1.000e+00  +3.248e-01  -1.479e+00
49.682  78.391  11090735082435228640250025192980480.000  0.39911  -7.6481943e-01  +3.2163606e-01  +3.885e-69  +1.000e+00  +3.247e-01  -1.460e+00
49.684  78.392  11099590273442585122009541079203840.000  0.39900  -7.6417629e-01  +3.2150486e-01  +3.877e-69  +1.000e+00  +3.246e-01  -1.441e+00
49.686  78.393  11108450238249986787868642958639104.000  0.39890  -7.6353341e-01  +3.2137685e-01  +3.869e-69  +1.000e+00  +3.245e-01  -1.422e+00
49.688  78.394  11117314978833146797568891006484480.000  0.39880  -7.6289078e-01  +3.2125201e-01  +3.860e-69  +1.000e+00  +3.245e-01  -1.403e+00
49.690  78.395  11126184497124645211521494038872064.000  0.39869  -7.6224840e-01  +3.2113034e-01  +3.852e-69  +1.000e+00  +3.244e-01  -1.384e+00
49.692  78.395  11135058795013880568104116025294848.000  0.39859  -7.6160626e-01  +3.2101183e-01  +3.844e-69  +1.000e+00  +3.243e-01  -1.365e+00
49.694  78.396  11143937874347109082992032721403904.000  0.39849  -7.6096435e-01  +3.2089648e-01  +3.836e-69  +1.000e+00  +3.242e-01  -1.346e+00
49.696  78.397  11152821736927391614768919754047488.000  0.39839  -7.6032267e-01  +3.2078426e-01  +3.828e-69  +1.000e+00  +3.242e-01  -1.327e+00
49.698  78.398  11161710384514612111670926330822656.000  0.39828  -7.5968121e-01  +3.2067518e-01  +3.820e-69  +1.000e+00  +3.241e-01  -1.308e+00
49.700  78.399  11170603818825445329784546248359936.000  0.39818  -7.5903997e-01  +3.2056923e-01  +3.812e-69  +1.000e+00  +3.241e-01  -1.289e+00
49.702  78.399  11179502041533329162930507327995904.000  0.39808  -7.5839893e-01  +3.2046640e-01  +3.804e-69  +1.000e+00  +3.240e-01  -1.270e+00
49.704  78.400  11188405054268487701093863552712704.000  0.39797  -7.5775810e-01  +3.2036669e-01  +3.796e-69  +1.000e+00  +3.240e-01  -1.252e+00
49.706  78.401  11197312858617862055133718656319488.000  0.39787  -7.5711747e-01  +3.2027007e-01  +3.788e-69  +1.000e+00  +3.240e-01  -1.233e+00
49.708  78.402  11206225456125126497684290619310080.000  0.39777  -7.5647702e-01  +3.2017655e-01  +3.780e-69  +1.000e+00  +3.240e-01  -1.214e+00
49.710  78.403  11215142848290653875509773463453696.000  0.39767  -7.5583676e-01  +3.2008612e-01  +3.772e-69  +1.000e+00  +3.239e-01  -1.195e+00
49.712  78.403  11224065036571487939388226687467520.000  0.39756  -7.5519667e-01  +3.1999877e-01  +3.764e-69  +1.000e+00  +3.239e-01  -1.177e+00
49.714  78.404  11232992022381331814896529198546944.000  0.39746  -7.5455676e-01  +3.1991450e-01  +3.756e-69  +1.000e+00  +3.239e-01  -1.158e+00
49.716  78.405  11241923807090515720608250320650240.000  0.39736  -7.5391701e-01  +3.1983328e-01  +3.748e-69  +1.000e+00  +3.239e-01  -1.139e+00
49.718  78.406  11250860392025966992134530016477184.000  0.39726  -7.5327743e-01  +3.1975513e-01  +3.740e-69  +1.000e+00  +3.239e-01  -1.121e+00
49.720  78.407  11259801778471180106164959109447680.000  0.39716  -7.5263799e-01  +3.1968002e-01  +3.732e-69  +1.000e+00  +3.240e-01  -1.102e+00
49.722  78.407  11268747967666195927880496360456192.000  0.39705  -7.5199870e-01  +3.1960796e-01  +3.724e-69  +1.000e+00  +3.240e-01  -1.084e+00
49.724  78.408  11277698960807555594093284193992704.000  0.39695  -7.5135956e-01  +3.1953893e-01  +3.717e-69  +1.000e+00  +3.240e-01  -1.065e+00
49.726  78.409  11286654759048288984031602629672960.000  0.39685  -7.5072055e-01  +3.1947292e-01  +3.709e-69  +1.000e+00  +3.240e-01  -1.047e+00
49.728  78.410  11295615363497863990793666580971520.000  0.39675  -7.5008166e-01  +3.1940994e-01  +3.701e-69  +1.000e+00  +3.241e-01  -1.028e+00
49.730  78.411  11304580775222161157074524504588288.000  0.39665  -7.4944290e-01  +3.1934996e-01  +3.693e-69  +1.000e+00  +3.241e-01  -1.010e+00
49.732  78.411  11313550995243429864148883340263424.000  0.39654  -7.4880426e-01  +3.1929299e-01  +3.686e-69  +1.000e+00  +3.242e-01  -9.918e-01
49.734  78.412  11322526024540272190970044014919680.000  0.39644  -7.4816573e-01  +3.1923902e-01  +3.678e-69  +1.000e+00  +3.242e-01  -9.735e-01
49.736  78.413  11331505864047552986292542108598272.000  0.39634  -7.4752730e-01  +3.1918803e-01  +3.670e-69  +1.000e+00  +3.243e-01  -9.552e-01
49.738  78.414  11340490514656416009573212350316544.000  0.39624  -7.4688898e-01  +3.1914002e-01  +3.662e-69  +1.000e+00  +3.244e-01  -9.370e-01
49.740  78.414  11349479977214217061523921420943360.000  0.39614  -7.4625074e-01  +3.1909499e-01  +3.655e-69  +1.000e+00  +3.244e-01  -9.189e-01
49.742  78.415  11358474252524461726350319183462400.000  0.39603  -7.4561259e-01  +3.1905292e-01  +3.647e-69  +1.000e+00  +3.245e-01  -9.007e-01
49.744  78.416  11367473341346812289280866324054016.000  0.39593  -7.4497453e-01  +3.1901381e-01  +3.639e-69  +1.000e+00  +3.246e-01  -8.827e-01
49.746  78.417  11376477244396990891160447376949248.000  0.39583  -7.4433654e-01  +3.1897766e-01  +3.632e-69  +1.000e+00  +3.247e-01  -8.646e-01
49.748  78.418  11385485962346763387549306228572160.000  0.39573  -7.4369861e-01  +3.1894444e-01  +3.624e-69  +1.000e+00  +3.248e-01  -8.466e-01
49.750  78.418  11394499495823872479275778920415232.000  0.39563  -7.4306076e-01  +3.1891417e-01  +3.617e-69  +1.000e+00  +3.249e-01  -8.287e-01
49.752  78.419  11403517845412003124791155443630080.000  0.39553  -7.4242296e-01  +3.1888682e-01  +3.609e-69  +1.000e+00  +3.250e-01  -8.108e-01
49.754  78.420  11412541011650727199937458610372608.000  0.39542  -7.4178521e-01  +3.1886239e-01  +3.601e-69  +1.000e+00  +3.251e-01  -7.929e-01
49.756  78.421  11421568995035438934343186070372352.000  0.39532  -7.4114750e-01  +3.1884088e-01  +3.594e-69  +1.000e+00  +3.252e-01  -7.751e-01
49.758  78.422  11430601796017331852993218173992960.000  0.39522  -7.4050984e-01  +3.1882228e-01  +3.586e-69  +1.000e+00  +3.254e-01  -7.574e-01
49.760  78.422  11439639415003306542508449424474112.000  0.39512  -7.3987221e-01  +3.1880658e-01  +3.579e-69  +1.000e+00  +3.255e-01  -7.396e-01
49.762  78.423  11448681852355933757657641058828288.000  0.39502  -7.3923461e-01  +3.1879377e-01  +3.571e-69  +1.000e+00  +3.257e-01  -7.220e-01
49.764  78.424  11457729108393412916183255201349632.000  0.39492  -7.3859704e-01  +3.1878384e-01  +3.564e-69  +1.000e+00  +3.258e-01  -7.044e-01
49.766  78.425  11466781183389479865081086315855872.000  0.39481  -7.3795948e-01  +3.1877679e-01  +3.556e-69  +1.000e+00  +3.260e-01  -6.868e-01
49.768  78.426  11475838077573376904641141427666944.000  0.39471  -7.3732193e-01  +3.1877262e-01  +3.549e-69  +1.000e+00  +3.261e-01  -6.693e-01
